"Peak_ID","Mass","RT","relation.ship","codadw","charge","peakid","identification"
313,122.0367987,7.01030339,"bp",0.875519781,1,313,"""3-OH-BENZALDEHYDE,  C06202,  CPD0-1156,  SALICYLALDEHYDE,  C15474,  C03067,  HMDB11718,  HMDB01870,  hydroxybenzaldehyde,  C00633,  StdMix3_5,  C00539,  benzoic acid,  C00180,  4-HYDROXYBENZALDEHYDE"""
314,179.0583376,5.98031863166667,"2M+ACN+H",0.974898879,NA,314,"""HMDB00992,  C06339,  C06332,  HMDB00714,  256-TRIHYDROXY-56-DIHYDROQUINOLINE,  C01587,  C01586,  CPD-3192"""
315,173.965198,11.7941368033333,"bp",0.99728571,1,315,""
316,175.095681,10.94852973,"potential bp",0.958584192,NA,316,"""HMDB00904,  citrulline,  L-CITRULLINE,  StdMix1_35,  C00327,  HMDB03148,  STD_CITRULLINE"""
317,594.4866204,3.44487012,"592.47+H2",0.980869686,NA,317,""
318,328.2404769,3.57003258833333,"330.26-H2",0.969278729,NA,318,"""C06429,  docosatriynoic acid,  LMPR01090012,  CPD-10257,  HMDB02183,  C15116,  C15265,  C15299,  docosahexaenoic acid,  C14586,  CPD-11714"""
319,257.9341902,21.2391864833333,"potential bp",0.99304762,NA,319,""
320,216.0094282,4.44230719333333,"potential bp",0.978357401,NA,320,""
321,407.9097997,22.8332586333333,"bp",0.990372256,1,321,""
322,225.5709847,3.93032363166667,"bp|C13 isotope #1",0.956010244,NA,322,""
323,168.0511046,10.5693834216667,"bp",0.954191237,1,323,""
324,206.8744959,22.5823985666667,"potential bp",0.981932373,NA,324,""
325,135.8723441,10.06201039,"fragment?",0.98765668,NA,325,""
326,153.9854641,21.04193385,"151.97+H2",0.989649654,NA,326,""
327,449.3143519,4.42912771166667,"bp",0.981854922,1,327,"""HMDB00637,  HMDB00631,  HMDB00708,  chenodeoxycholic acid glycine conjugate,  HMDB06898,  C05464,  C05466,  chenodeoxyglycocholic acid,  glycoursodeoxycholic acid,  deoxycholic acid glycine conjugate,  C04721"""
328,297.7448592,3.437403045,"fragment?",0.973682699,NA,328,""
329,132.0534622,10.668354125,"potential bp",0.946927657,NA,329,"""3-UREIDO-PROPIONATE,  PEPTIDE_169,  HMDB00026,  HMDB00168,  HMDB12265,  C01905,  C01043,  StdMix1_32,  HMDB11733,  GLYCYLGLYCINE,  CPD-3633,  StdMix2_42,  C02642,  C00152,  asparagine,  C16438,  C02037,  ASN"""
330,177.8334467,10.2137192833333,"potential bp|N15 isotope #1",0.976053474,NA,330,""
331,129.8994656,10.0367696816667,"fragment?",0.975474738,NA,331,""
332,134.0731687,4.24589822666667,"fragment?",0.972371518,NA,332,"""C01710,  1-INDANOL,  C15512,  CPD-6483,  CINNAMYL-ALC,  CPD-9933,  CPD-7233,  C16930,  C02394"""
333,354.0043687,10.20601371,"potential bp",0.956252147,NA,333,""
334,382.1631096,3.978483775,"fragment?",0.942901751,NA,334,"HMDB10343"
335,230.0007146,10.1175686233333,"potential bp|S34 isotope #1",0.980529448,NA,335,"C13844"
336,144.0422464,10.585204845,"fragment?",0.991592284,NA,336,"""HMDB00522,  HMDB00393,  C01757,  C01758,  HMDB02266,  ADIPATE,  CPD-9549,  CPD-9435,  C00924,  C00923,  C00922,  C02930,  C02295"""
337,189.0177493,4.417344795,"fragment?",0.991708455,NA,337,""
338,120.0422466,8.25313060166667,"fragment?",0.994938783,NA,338,"""D-ERYTHRULOSE,  C06463,  ERYTHRULOSE,  HMDB00498,  HMDB02601,  HMDB02649,  ERYTHROSE,  HMDB00337,  HMDB00360,  C01796,  HMDB02453,  HMDB06293,  StdMix1_86,  THREOSE,  StdMix2_90,  C02045,  C02022"""
339,210.0893561,4.39291011333333,"potential bp",0.948753866,NA,339,"""3-METHYL-1-246-TRIHYDROXYPHENYLBUTAN,  C07350,  C07351,  C10709,  SINAPYL-ALCOHOL,  C02325"""
340,294.1833041,3.74708755833333,"bp",0.951232829,1,340,"""C09709,  C10462,  gingerol,  C10342,  HMDB05783"""
341,226.0689937,10.70853455,"bp",0.984778137,1,341,""
342,142.0783397,4.26108687666667,"fragment?",0.955615578,NA,342,"""C14082,  C14098"""
343,356.1755896,4.04428257,"fragment?",0.972774528,NA,343,""
344,221.090906,4.31697790333333,"bp",0.994978076,1,344,"""HMDB00389,  CPDQT-414,  C02587"""
345,115.9435735,6.65089432,"bp",0.993947329,1,345,""
346,585.3651427,4.48316195166667,"bp",0.985912713,1,346,""
347,233.0358253,10.7928237,"bp",0.960894584,1,347,"""C13691,  C13690,  HMDB04148,  HMDB06275,  C07770,  CPD-7649"""
348,178.0300608,7.076608935,"bp",0.968552131,1,348,""
349,174.9940043,5.43323318333333,"bp",0.979457176,1,349,""
350,249.0573002,5.568290895,"potential bp",0.987950086,NA,350,""
351,166.0477538,9.75174531,"bp",0.987789982,1,351,"""HMDB00867,  HMDB00539,  C01687,  C01685,  C05412,  C05411,  C00878,  C00545,  C00502"""
352,233.1830422,3.53116317333333,"potential bp",0.97162167,NA,352,""
353,139.0350791,5.76200655166667,"bp|C13 isotope #1",0.956968599,NA,353,""
354,392.29302,3.90828203,"potential bp",0.981866892,NA,354,"""HMDB00946,  HMDB00411,  HMDB00438,  HMDB00478,  HMDB00518,  HMDB00514,  HMDB00626,  HMDB00686,  HMDB00664,  HMDB00811,  HMDB00733,  HMDB00384,  HMDB00361,  HMDB00348,  HMDB02451,  HMDB02488,  HMDB02585,  HMDB02536,  C15515,  C15517,  C17660,  C17662,  C17661,  C17664,  C17687,  C17646,  C07880,  CPD-10534,  C02528,  C04483"""
355,159.9418749,11.7970461766667,"potential bp",0.95138595,NA,355,""
356,166.0823179,8.38946734166667,"bp|C13 isotope #1",0.979425758,NA,356,""
357,558.3368775,4.63650569666667,"556.32+H2",0.985811285,NA,357,""
358,75.96879654,10.2352655566667,"halogen (Cl) exchange (hydroxy)",0.993829334,NA,358,""
359,121.9084975,5.71601991833333,"potential bp",0.996975507,NA,359,""
360,312.2304077,3.98984526166667,"fragment?",0.973600342,NA,360,"""HMDB10208,  HMDB10201,  HMDB10221,  dihydroxy-octadecadienoic acid,  HMDB04706,  HMDB06940,  dioxo-octadecanoic acid,  C07338,  C07354,  octadecenedioic acid,  epoxy-hydroxy-octadecenoic acid,  oxo-hydroxy-octadecenoic acid,  HMDB03871,  C14827,  C14836,  C14834,  C14832,  C14831,  hydroperoxylinoleic acid,  C04717"""
361,131.0582133,10.3832164266667,"fragment?",0.948764434,NA,361,"""3-HYDROXY-L-PROLINE,  2-AMINO-4-OXO-PENTOATE,  GLUTAMATE-1-SEMIALDEHYDE,  HMDB00725,  HMDB00766,  HMDB00783,  CIS-4-HYDROXY-D-PROLINE,  L-GLUTAMATE_GAMMA-SEMIALDEHYDE,  HMDB02113,  HMDB02104,  5-AMINO-2-OXOPENTANOATE,  C03441,  C03440,  C03741,  glutamate-semialdehyde,  C01110,  C01157,  C01165,  C01166,  C01073,  C01074,  C03651,  C01015,  HMDB06272,  StdMix1_25,  C03341,  4-HYDROXY-L-PROLINE,  5-AMINO-LEVULINATE,  HMDB06055,  C05147,  C00430,  HMDB01149,  StdMix3_3,  CPD-299,  CPD-664,  STD_HYDROXYLPROLINE,  L-4-HYDROXY-PROLINE"""
362,131.0299534,11.266076575,"CO2|C13 isotope #1",0.945808613,NA,362,""
363,368.8894168,21.0118992,"potential bp",0.988339126,NA,363,""
364,284.2353318,3.466627235,"methylation (-H2O)",0.9752118,NA,364,"""C13792,  oxo-heptadecanoic acid,  C13946,  2-methoxy-hexadecenoic acid,  C14996"""
365,370.1816559,3.63287895,"bp",0.968964299,1,365,"""HMDB02759,  HMDB06278"""
366,102.031578,10.0335713416667,"fragment?",0.973447083,NA,366,"""methylmalonate semialdehyde,  C06002,  C06005,  2-ketobutyric acid,  SUCC-S-ALD,  HMDB00060,  HMDB00005,  3-KETOBUTYRATE,  HMDB02217,  2-OXOBUTANOATE,  StdMix1_88,  succinic acid semialdehyde,  C00349,  CPD-3573,  HMDB01172,  HMDB01259,  StdMix3_6,  StdMix2_62,  C00232,  HMDB03381,  C00109,  CH3-MALONATE-S-ALD,  C00164"""
367,162.9940198,5.55538747666667,"potential bp",0.987037924,NA,367,""
368,268.2404161,3.64562015833333,"270.26-H2",0.973134828,NA,368,"""methyl-hexadecenoic acid,  heptadecenoic acid,  cyclohexylundecanoic acid,  C12100,  C16536"""
369,172.0844515,4.25782539333333,"fragment?|C13 isotope #1",0.951521234,NA,369,"""HMDB00721,  PEPTIDE_170,  HMDB11178,  CPD-10814"""
370,204.0723028,4.70434395,"potential bp",0.988854811,NA,370,"C07070"
371,161.1286125,3.87583316333333,"formic acid|C13 isotope #1",0.943952817,NA,371,"""C06850,  C06851,  HMDB06078,  CPD-304,  CPD-573,  C02290"""
372,175.9620429,22.6547652166667,"potential bp|N15 isotope #1",0.990457615,NA,372,""
373,219.0590616,10.2566637333333,"bp|C13 isotope #1",0.96581107,NA,373,""
374,819.563984,3.94504451666667,"bp",0.984111059,1,374,""
375,189.9937067,5.32556561666667,"bp",0.993761492,1,375,"""C06674,  C06336"""
376,144.0422756,5.07537590833333,"fragment?",0.965341076,NA,376,"""HMDB00522,  HMDB00393,  C01757,  C01758,  HMDB02266,  ADIPATE,  CPD-9549,  CPD-9435,  C00924,  C00923,  C00922,  C02930,  C02295"""
377,266.1552516,3.47681870166667,"bp",0.988048342,1,377,""
378,574.4603553,3.434451,"2-mer",0.970569207,NA,378,"""HMDB07077,  HMDB07329"""
379,292.0715275,5.534949635,"potential bp",0.977731274,NA,379,""
380,583.3495487,4.53482497,"bp",0.986203423,1,380,""
381,180.0634822,9.44500955833333,"bp",0.989092439,1,381,"""PSICOSE,  FRU,  C06153,  C06152,  GLC,  DE-O-GLUCONATE,  C06465,  C06466,  C06464,  C06467,  C06468,  gulose,  C08351,  C08356,  HMDB00516,  mannose,  HMDB00660,  CPD-8061,  CPD-8060,  CPD-8059,  CPD-8055,  CPD-8054,  CPD-8053,  CPD-8052,  CPD-8050,  CPD0-1200,  TAGATOSE,  HMDB00169,  HMDB00143,  HMDB00122,  HMDB00211,  galactose,  HMDB12326,  HMDB00346,  C01719,  C01720,  C01662,  C01680,  C01934,  C01825,  CPD-12601,  C01906,  C15923,  StdMix3_12,  C01383,  D-TALOSE,  C01582,  C01452,  C01487,  allose,  CPD1UA-5654,  fructose,  StdMix1_85,  ALTROSE,  L-GALACTOSE,  CPD-9569,  CPD-9570,  CPD4FS-6,  HMDB06088,  tagatose,  ALPHA-D-GALACTOSE,  ALPHA-GLUCOSE,  C05003,  C05005,  glucose,  C10906,  CPD-10723,  CPD-10726,  CPD-10727,  CPD-10725,  CPD-10729,  CPD-10730,  CPD0-2485,  CPD0-2486,  C00936,  C00795,  myoinositol,  C00738,  C00737,  C00764,  sorbose,  C00962,  C00984,  CPD-3607,  HMDB01151,  ALLOSE,  IDOSE,  HMDB01266,  scyllytol,  C00031,  C00095,  C00221,  HMDB03345,  C00247,  C00267,  CPD-11613,  CPD-11611,  HMDB03449,  HMDB03418,  MYO-INOSITOL,  BETA-D-FRUCTOSE,  C02782,  C00124,  GULOSE,  C00139,  C00138,  C00137,  C00159,  deoxyarabinohexonic acid,  C02209,  C02210,  D-HAMAMELOSE,  GALACTOSE,  C02336,  MANNOSE"""
382,230.0007184,10.114341915,"bp",0.986041313,1,382,"C13844"
383,152.0473786,7.94514572833333,"potential bp",0.963879326,NA,383,"""C04043,  CPD-8489,  HMDB00440,  HMDB00669,  HMDB00703,  HMDB00020,  4-HYDROXYPHENYLACETATE,  HMDB12308,  HMDB04815,  C13636,  C13635,  HMDB02390,  C01983,  C01984,  C01985,  VANILLIN,  CPD-6442,  C03663,  C17900,  StdMix1_98,  C05852,  C05593,  C10675,  C10804,  C00755,  CPD-121,  CPD-122,  C12305,  HMDB03791,  C00642,  HMDB01101,  CPD-242,  C02639,  C02657,  C12064,  C02519,  C02181,  C14108,  C14103,  C14088,  34-DIHYDROXYPHENYLACETALDEHYDE"""
384,118.0630279,6.95638782833333,"fragment?",0.975648099,NA,384,"""HMDB00410,  HMDB00407,  HMDB00531,  HMDB00642,  HMDB00754,  HMDB00396,  HMDB00351,  HMDB00354,  HMDB02011,  HMDB01863,  HMDB01987,  C02804"""
385,273.9291084,21.3173958833333,"CO2",0.994235984,NA,385,"C04264"
386,480.1827186,4.87115516166667,"potential bp|C13 isotope #1",0.967139265,NA,386,""
387,142.0242566,10.6976336083333,"fragment?",0.976860276,NA,387,""
388,72.02067193,10.678650415,"bp",0.992049699,1,388,""
389,198.1620728,3.78798298166667,"bp",0.969299737,1,389,"""HMDB10729,  HMDB00529,  C09870,  C12298,  C16825,  C16947,  CPD-5761"""
390,192.027078,10.001391715,"potential bp",0.976759329,NA,390,"""CPD0-1612,  CIT,  HMDB00094,  HMDB00193,  threo-d(s)-iso-citrate,  C03921,  C03600,  HMDB06511,  HMDB01874,  5-KETO-4-DEOXY-D-GLUCARATE,  THREO-DS-ISO-CITRATE,  C00451,  C00311,  C00679,  StdMix2_85,  CPD-13907,  HMDB05971,  C02780,  C00158,  C04617,  C04575"""
391,209.9419933,22.7961147166667,"bp",0.985606608,1,391,""
392,134.0579456,8.04334296833333,"fragment?",0.99102779,NA,392,"""C04039,  C04272,  C06257,  C06258,  C06259,  C06260,  C06263,  C06264,  C06262,  C06267,  C06268,  C06265,  C06266,  C06269,  C08347,  HMDB00421,  HMDB12141,  C01801,  2-DEOXYRIBOSE,  StdMix1_99,  NUKED-PENTOSE-RING,  nt-pentose-ring,  CPD0-2167,  DIOH-ISOVALERATE,  HMDB01292,  HMDB03224,  C02783,  CPD-1093"""
393,183.0533181,4.52448528166667,"fragment?",0.96535766,NA,393,"""HMDB00017,  C11466,  C00847,  CPD-9026,  C12026,  C04773,  C04447"""
394,195.9131866,13.8769926533333,"bp",0.997744553,1,394,""
395,276.2380233,3.41807182166667,"274.22+H2",0.966438137,NA,395,""
396,279.7341216,3.39410486166667,"fragment?",0.959242577,NA,396,""
397,152.0684427,9.83018169833333,"oxidation>H2O elimination",0.967200128,NA,397,"""HMDB00508,  HMDB00568,  xylitol,  RIBITOL,  HMDB02917,  C01904,  C01569,  arabitol,  L-ARABITOL,  HMDB01851,  C00474,  C00379,  CPD-355,  C00532,  XYLITOL"""
398,216.8448893,9.26100629666667,"potential bp",0.993388679,NA,398,""
399,164.0321144,9.591341855,"bp",0.977427624,1,399,"C02928"
400,156.1151217,4.02520089,"fragment?",0.972284266,NA,400,"""C08471,  C08501,  HMDB04362,  CPD-10806,  NONANE-46-DIONE,  C02445"""
401,190.0104383,9.43683631833333,"bp",0.977999606,1,401,""
402,170.1307697,3.95192561166667,"bp",0.984369988,1,402,"""HMDB10726,  CPD-8222,  C18202,  C18066,  C18020,  C18027,  HMDB12183,  HMDB04980,  HMDB04981,  CPD-10055,  CPD-10107,  CPD-10108,  C03092,  C17621,  C07276,  C09790,  E-37-DIMETHYLOCTA-16-DIEN-38-DIOL,  CPD-791,  CPD-7979,  CPD-7857,  C16462,  C04433"""
403,490.285032,3.41380001333333,"bp",0.960317285,1,403,""
404,248.2065194,3.46754941,"fragment?",0.96485454,NA,404,""
405,204.0094264,4.74476926,"potential bp",0.992985842,NA,405,""
406,131.0694388,10.5405582533333,"bp",0.948651964,1,406,"""creatine,  HMDB00064,  C03065,  C00300,  CREATINE,  CPD-594"""
407,164.0474446,4.57288131833333,"fragment?",0.971748122,NA,407,"""COUMARATE,  C06738,  PHENYL-PYRUVATE,  HMDB02641,  HMDB00205,  HMDB12225,  C01775,  C01772,  HMDB02035,  PHENYLPYRUVATE,  StdMix1_50,  C05838,  HMDB01713,  C10945,  coumarate,  C07114,  C00811,  C12621,  StdMix2_60,  phenylpyruvate,  C02763,  C00166"""
408,317.162952,3.87286745166667,"bp",0.957877038,1,408,"""C08516,  C08530,  C13730,  C15007,  C10692,  C14988,  C12238"""
409,247.1986697,3.48593118,"fragment?",0.97415011,NA,409,""
410,155.9547326,22.63203335,"minus h2o",0.98925384,NA,410,""
411,279.2276901,3.64420399166667,"281.24-H2",0.96993532,NA,411,""
412,247.0101538,11.7975361033333,"bp",0.990369604,1,412,""
413,189.0790913,7.055729225,"bp",0.86695731,1,413,"""HMDB02302,  CPD-12019,  C07437,  CPD-10546,  C09348,  C12345"""
414,129.0426363,7.68534063666667,"fragment?",0.966070874,NA,414,"""pyroglutamic acid/5-oxoproline,  C04282,  C04281,  PYRROLINE-HYDROXY-CARBOXYLATE,  5-OXOPROLINE,  HMDB00805,  HMDB00267,  HMDB02234,  C01877,  C01879,  HMDB01843,  HMDB01369,  CPD0-2462,  StdMix2_11,  C02237"""
415,147.053214,8.24360288333333,"bp",0.988329897,1,415,"""GLT,  ACETYLSERINE,  HMDB00148,  HMDB02931,  HMDB02393,  StdMix3_24,  C03791,  C03790,  C03618,  C05938,  C05941,  StdMix1_84,  HMDB06556,  C05574,  STD_GLUTAMIC_ACID,  2-KETO-4-HYDROXY-5-AMINO-VALERATE,  glutamic acid,  CPD-10705,  C00979,  C00302,  D-GLT,  acetyl-serine,  C00025,  C00217,  L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE,  HMDB03339,  C12269,  HMDB03011"""
416,146.1055535,15.5631007666667,"bp",0.987190862,1,416,"""CPD-8578,  LYS,  HMDB00182,  HMDB12115,  HMDB12114,  C01142,  C01186,  StdMix1_45,  C05161,  CPD-10661,  C00739,  STD_LYSINE,  C00047,  HMDB03405,  lysine,  C16440,  CONTAMINANTDB_0042"""
417,207.9572362,21.3130369333333,"2M+Na",0.994130104,NA,417,""
418,255.6303369,3.64318894666667,"bp",0.95185935,1,418,""
419,597.5057169,3.43978628833333,"2-mer|C13 isotope #1",0.975639998,NA,419,""
420,185.1052618,4.832309795,"fragment?",0.926847485,NA,420,"""CPD0-1483,  HMDB06348,  HMDB06548,  CPD-9779,  C10858,  C10356,  C12449"""
421,130.0266429,9.341184105,"bp",0.991890927,1,421,"""GLUTARATE,  glutaconic acid,  HMDB00634,  HMDB00620,  HMDB00749,  C01732,  HMDB02092,  CPD-2461,  itaconic acid,  C00433,  C00490,  StdMix3_7,  citraconic acid,  StdMix2_61,  CPD-654,  mesaconic acid,  C02800,  C02214,  C02226,  C02132"""
422,154.0266765,4.25485155666667,"fragment?",0.976892043,NA,422,"""2-3-DIHYDROXYBENZOATE,  HMDB00152,  HMDB00397,  3-4-DIHYDROXYBENZOATE,  3, 4-DIHYDROXYBENZOATE,  CPD-10656,  CPD-10657,  HMDB01856,  R-1-AMINOPROPAN-2-YL-PHOSPHATE,  C00628,  CPD-633,  C00230,  C00196,  C16748"""
423,289.7474319,3.41752801833333,"fragment?",0.964827162,NA,423,""
424,192.0271151,11.07754056,"bp",0.988434977,1,424,"""CPD0-1612,  CIT,  HMDB00094,  HMDB00193,  threo-d(s)-iso-citrate,  C03921,  C03600,  HMDB06511,  HMDB01874,  5-KETO-4-DEOXY-D-GLUCARATE,  THREO-DS-ISO-CITRATE,  C00451,  C00311,  C00679,  StdMix2_85,  CPD-13907,  HMDB05971,  C02780,  C00158,  C04617,  C04575"""
425,174.838637,10.2428267483333,"potential bp",0.968770787,NA,425,""
426,117.0426131,8.14415137666667,"fragment?",0.987533439,NA,426,"""aspartate-semialdehyde,  L-ASPARTATE-SEMIALDEHYDE,  HMDB00532,  2-Amino-3-oxobutanoic acid,  acetylglycine,  HMDB12249,  C03508,  HMDB06454,  C03214,  AMINO-OXOBUT,  C00441"""
427,224.1777748,3.50973891333333,"222.16+H2",0.971767916,NA,427,"""HMDB00560,  tetradecynoic acid,  tetradecadienoic acid,  9-(2-cyclopentenyl)-nonanoic acid"""
428,328.2615814,3.61524509333333,"potential bp",0.949923811,NA,428,"""MAG(16:1),  HMDB11534,  HMDB11565"""
429,172.8417239,10.2400062716667,"potential bp",0.973443742,NA,429,""
430,91.03487368,7.95712098166667,"bp|C13 isotope #1",0.994095949,NA,430,""
431,161.068861,10.2331045733333,"fragment?",0.936534669,NA,431,"""C06234,  CPD1A0-6176,  HMDB00510,  CPD-12247,  acetyl-homoserine,  C01077,  C01046,  C03210,  C17581,  C05016,  CPD0-2077,  STD_AMINOADIPIC_ACID,  C00956,  StdMix2_25,  CPD-667,  C02207"""
432,240.024,10.796596075,"potential bp",0.965218711,NA,432,"""CPD0-1564,  HMDB00192,  StdMix3_39,  C01420,  cystine,  StdMix1_40,  C00491,  CYSTINE,  STD_Cystine"""
433,287.731635,3.430439085,"bp|C13 isotope #1",0.955428524,NA,433,""
434,261.2143851,3.46737286,"fragment?",0.966345372,NA,434,""
435,175.0633563,7.47653868833333,"fragment?",0.983943695,NA,435,"""C06525,  C06331,  3-INDOLYLGLYCOLALDEHYDE,  C06344,  C11504,  HMDB00197,  C01386,  5-HYDROXYINDOLE_ACETALDEHYDE,  HMDB04073,  INDOLE_ACETATE_AUXIN,  C05634,  CPD-12182,  C03230,  N-ACETYLINDOXYL,  CPDQT-423,  C00954,  C02298,  INDOLE-3-KETOL"""
436,141.9409895,10.0206235516667,"potential bp",0.992330006,NA,436,""
437,204.8762831,22.63952835,"bp",0.983462219,1,437,""
438,258.2471102,3.65779209,"255.23+H2|C13 isotope #1",0.975116523,NA,438,""
439,177.087119,4.259134565,"175.07+H2",0.959660797,NA,439,""
440,162.9940214,5.15472283166667,"bp",0.992294406,1,440,""
441,186.1256591,3.95879428333333,"fragment?",0.974145277,NA,441,"""HMDB10724,  C11406,  C11404,  C11417,  C11420,  C13945,  C17620,  CPD-9840,  C02217"""
442,164.0409274,6.765931775,"potential bp",0.994151703,NA,442,""
443,296.7369241,3.45145307333333,"298.75-H2",0.971600881,NA,443,""
444,106.0265473,9.09922281333333,"bp",0.990292523,1,444,"""glyceric acid,  HMDB00139,  HMDB06372,  GLYCERATE,  C00258"""
445,130.0994412,4.37075530166667,"methylation (-H2O)",0.988139924,NA,445,"""HMDB00666,  C17714,  C12296,  C12291,  C12290"""
446,200.0451979,9.31024265,"potential bp",0.955246889,NA,446,""
447,152.0143511,8.11641551833333,"fragment?",0.988449209,NA,447,""
448,415.2080538,4.00788843833333,"bp|C13 isotope #1",0.975844035,NA,448,""
449,256.2041024,3.52944288166667,"propylation",0.973636808,NA,449,""
450,538.4964385,3.62459069666667,"potential bp",0.934991766,NA,450,""
451,236.1049946,8.17471651166667,"CO2",0.985452521,NA,451,"C12457"
452,130.0242969,7.93464759333333,"bp",0.993132788,1,452,""
453,558.4654236,3.39545181833333,"bp",0.968493719,1,453,""
454,168.042298,4.78815995166667,"potential bp",0.946225054,NA,454,"""C06672,  C16215,  HMDB00822,  C06207,  HMDB00484,  HMDB00750,  C11527,  HMDB00130,  C01839,  C01161,  C03198,  HMDB06242,  StdMix1_55,  C03235,  C05343,  HOMOGENTISATE,  C05577,  C07087,  HMDB01868,  HMDB01336,  DIHYDROXYPHENYLGLYCOLALDEHYDE,  C10331,  CPD-105,  CPD-106,  4-HYDROXYMANDELATE,  VANILLATE,  C00544,  C14109"""
455,270.721284,3.474692715,"fragment?",0.967623553,NA,455,""
456,592.470965,3.45959106166667,"594.49-H2",0.975865347,NA,456,""
457,169.9803806,21.0958760333333,"2M+Na",0.992819212,NA,457,""
458,207.0896444,4.86378657666667,"fragment?",0.941919337,NA,458,"""HMDB00860,  HMDB00512,  HMDB02042,  C03519,  C05620,  C09933,  C09986"""
459,135.9804622,22.69815565,"bp",0.988942203,1,459,""
460,211.9390005,10.1949502333333,"potential bp|N15 isotope #1",0.988194164,NA,460,""
461,225.9139604,11.80885179,"potential bp",0.951920192,NA,461,""
462,150.0528058,8.99290120333333,"bp",0.984740253,1,462,"""ARABINOSE,  C06115,  CPD1A0-6282,  CPD-6001,  C08346,  C08354,  C08353,  CPD-11896,  CPD-11897,  BETA-L-ARABINOSE,  LYXOSE,  HMDB00646,  HMDB00621,  HMDB00751,  HMDB00098,  HMDB12194,  C11476,  C11477,  CPD0-1110,  CPD0-1108,  HMDB00283,  HMDB12325,  HMDB00366,  StdMix3_11,  C01394,  C01396,  C01510,  C01508,  CPD-10330,  C01488,  CPD-12045,  CPD-12046,  CPD-12043,  CPD-12044,  CPD-12049,  CPD-12047,  C05052,  ribose,  L-XYLOSE,  L-RIBULOSE,  CPD-10776,  CPD-10774,  HMDB01644,  C00476,  L-LYXOSE,  C00309,  C00310,  C00312,  APIOSE,  CPD-227,  C00508,  L-XYLULOSE,  StdMix2_70,  C02604,  C00216,  C00259,  HMDB03371,  RIBOSE,  BETA-D-XYLOSE,  C00121,  C00181,  D-XYLULOSE,  C02204,  C02205,  C02479,  XYLOSE,  C02096,  C16639,  PENTOSE-RING,  D-RIBULOSE"""
463,188.0451534,9.86831668166667,"bp",0.950976009,1,463,""
464,216.0094266,4.44230719333333,"potential bp",0.940028254,NA,464,""
465,198.0753837,8.23832402666667,"bp",0.981597209,1,465,"""HMDB04400,  C16366"""
466,887.5619412,3.56155253166667,"hydrogen",0.979344852,NA,466,""
467,249.087493,3.40535719,"bp",0.954514172,1,467,""
468,310.2875521,3.58186934166667,"308.27+H2",0.965862967,NA,468,"""HMDB02231,  CPD-12746,  C02064,  C16526"""
469,267.0968136,7.94284064166667,"potential bp",0.953521451,NA,469,"""ADENOSINE,  HMDB00050,  HMDB00085,  9-RIBURONOSYLADENINE,  adenosine,  DEOXYGUANOSINE,  C07210,  C00330,  StdMix2_16,  CPD-13918,  C00212"""
470,219.0404781,10.4586078816667,"potential bp|C13 isotope #1",0.986703423,NA,470,"""AMINO-HYDROXYMETHYL-METHYL-PYR-P,  C04556"""
471,301.1680774,3.82204298666667,"fragment?",0.962528852,NA,471,"""C06968,  C06967"""
472,821.5786156,3.94485815,"double bond",0.980053401,NA,472,""
473,124.9093199,9.51357416833333,"bp",0.990925757,1,473,""
474,167.0218662,10.5569084083333,"bp",0.920680912,1,474,"""C16234,  HMDB00232,  C03722,  CPD-7368,  QUINOLINATE,  CPD-5062"""
475,152.0585997,7.22479628666667,"bp",0.976721833,1,475,"""HMDB04193,  HMDB04194,  C05842,  C05843,  C16398"""
476,186.0681752,4.29163103333333,"centroid artefact",0.950261116,NA,476,"""--TRANS-ACENAPHTHENE-12-DIOL,  C04167,  C08448,  CPD-8991,  C13015,  C13014,  ALPHA-NAPHTHYL-ACETATE,  C03209,  BIPHENYL-23-DIOL,  CPD0-2337,  C10310,  StdMix1_4,  C02526,  C14297"""
477,400.0753263,4.03796998,"bp|C13 isotope #2",0.952764521,NA,477,""
478,206.1671258,4.01808680666667,"bp",0.98159261,1,478,"""C11350,  C09690,  C14205,  C14132"""
479,275.2300596,3.434397775,"273.21+H2",0.963410238,NA,479,""
480,340.2074007,3.4526515,"natural alkane chains",0.960701983,NA,480,""
481,81.92381016,10.5885674883333,"fragment?",0.992061724,NA,481,""
482,540.4394585,3.48295072333333,"potential bp",0.97846044,NA,482,""
483,100.0159419,10.5548110866667,"bp",0.972871268,1,483,""
484,192.0634998,9.34433442166667,"bp",0.981015631,1,484,"""C01295,  CPD-9664,  CPD-9663,  PENTAHYDROXYCYCLOHEXANONE,  CPD-3614,  C00296,  C12113,  HMDB03072"""
485,208.0947734,7.90003837166667,"potential bp",0.976169223,NA,485,""
486,277.0078473,6.56808015166667,"potential bp",0.986833702,NA,486,""
487,293.8989221,22.8392358333333,"potential bp",0.984017955,NA,487,""
488,169.0375323,9.93725189333333,"fragment?",0.939707427,NA,488,"""HMDB00439,  C11465,  HMDB12247,  C03340,  C17385,  C17386,  2-3-DIHYDRODIPICOLINATE,  CPD-9150,  CPD-9142,  CPD-9134,  C12477"""
489,135.9019659,10.1949966033333,"bp",0.982673956,1,489,""
490,341.0223726,4.3814272,"bp",0.977676936,1,490,""
